x,y,z,Activity
0.27376357,-0.013785705,-0.10031331,SITTING
0.27789697,-0.016519861,-0.1051797,SITTING
0.27771536,-0.017965805,-0.10457087,SITTING
0.27416643,-0.014211302,-0.09759523,SITTING
0.26307307,-0.020708401,-0.10415558,LAYING
0.25924966,-0.010370885,-0.10117466,LAYING
0.2731223,-0.024140671,-0.091799885,LAYING
0.280936,-0.018769082,-0.10783636,LAYING
0.28919046,-0.016912076,-0.1092038,LAYING
0.29412126,-0.015314462,-0.11139625,LAYING
0.27408717,-0.014713512,-0.11480583,LAYING
0.27076432,-0.019818107,-0.10195511,LAYING
0.28778228,-0.020286286,-0.10224496,LAYING
0.28882018,-0.015725603,-0.11301861,LAYING
0.30174345,-0.010642162,-0.12663126,LAYING
0.28931482,-0.014115319,-0.11553447,LAYING
0.25651512,-0.014986371,-0.10452499,LAYING
0.28684091,-0.013721018,-0.11928331,LAYING
0.28226646,-0.029489979,-0.089357985,LAYING
0.23982421,-0.012820186,-0.097670072,LAYING
0.27218141,-0.018131841,-0.10653995,LAYING
0.2721901,-0.017178761,-0.10991247,LAYING
0.27168092,-0.018231844,-0.10376982,LAYING
0.27270038,-0.017679919,-0.10441484,LAYING
0.27619261,-0.015433074,-0.11040669,LAYING
0.27771105,-0.017850354,-0.10929715,LAYING
0.2752802,-0.018206091,-0.10740518,LAYING
0.28817583,-0.014690457,-0.11372304,LAYING
0.292282,-0.014277655,-0.11915816,LAYING
0.27263222,-0.016716655,-0.10755375,LAYING
0.26563017,-0.018372323,-0.10120445,LAYING
0.27593368,-0.018447236,-0.10577173,LAYING
0.28076891,-0.017289589,-0.10883655,LAYING
0.27424221,-0.016037614,-0.11276997,LAYING
0.33614928,-0.023240895,-0.17409769,WALKING
0.29658487,-0.0031571521,-0.13154315,WALKING
0.24795242,-0.025486891,-0.11879132,WALKING
0.27631796,-0.0012859649,-0.14715666,WALKING
0.27851827,-0.019819862,-0.11280559,WALKING
0.27287741,-0.033118448,-0.086875067,WALKING
0.2895603,-0.031446345,-0.11074412,WALKING
0.29453204,-0.02786412,-0.081474665,WALKING
0.26703075,-0.016815551,-0.086034479,WALKING
0.2374203,-0.032180843,-0.10108536,WALKING
0.23965834,-0.021141409,-0.072926017,WALKING
0.24745185,-0.0054215092,-0.10959878,WALKING
0.25841772,-0.018317884,-0.13899403,WALKING
0.27072544,-0.011880203,-0.08906095,WALKING
0.293718,0.0054011672,-0.094846491,WALKING
0.29966975,0.01773035,-0.10341476,WALKING
0.25499622,-0.054201115,-0.15021167,WALKING
0.21856391,-0.009333407,-0.083282963,WALKING
0.25643361,-0.019301241,-0.10237117,WALKING
0.34790061,-0.018431216,-0.14247895,WALKING
0.32179415,-0.02848843,-0.14481572,WALKING
0.21875287,-0.030280572,-0.12122729,WALKING
0.22349818,-0.0047644234,-0.05482505,WALKING
0.28144069,0.022608484,-0.005444201,WALKING
0.36888214,-0.02332779,-0.12545936,WALKING
0.34063254,-0.05490863,-0.17853462,WALKING
0.24546849,-0.050384644,-0.11059426,WALKING
0.20231704,-0.035684596,-0.11827706,WALKING
0.23177399,0.0049371571,-0.11435794,WALKING
0.2736521,0.0051452093,-0.1154417,WALKING
0.26484622,0.0065977921,-0.11285587,WALKING
0.1954509,-0.0087076916,-0.10560986,WALKING_DOWNSTAIRS
0.26005764,-0.05318923,-0.099270803,WALKING_DOWNSTAIRS
0.40137358,-0.057840219,-0.0028824215,WALKING_DOWNSTAIRS
0.25170106,0.0035481818,-0.052847095,WALKING_DOWNSTAIRS
0.20908092,-0.00072079571,-0.24063776,WALKING_DOWNSTAIRS
0.26361114,-0.012362911,-0.12641528,WALKING_DOWNSTAIRS
0.31341697,-0.020404815,-0.050693901,WALKING_DOWNSTAIRS
0.38648994,-0.046074048,-0.11996797,WALKING_DOWNSTAIRS
0.29724979,-0.042621318,-0.1410546,WALKING_DOWNSTAIRS
0.40796171,-0.035302397,-0.12883223,WALKING_DOWNSTAIRS
0.3363213,0.01383788,-0.086847284,WALKING_DOWNSTAIRS
0.28176742,-0.00072678829,-0.0730893,WALKING_DOWNSTAIRS
0.17444228,-0.035646306,-0.13406221,WALKING_DOWNSTAIRS
0.16496565,-0.012368938,-0.2205622,WALKING_DOWNSTAIRS
0.36480638,-0.00010105371,-0.11660425,WALKING_DOWNSTAIRS
0.3581001,-0.072325023,-0.10349534,WALKING_DOWNSTAIRS
0.43396328,-0.013693566,-0.055880867,WALKING_DOWNSTAIRS
0.39825953,0.016888494,-0.10681026,WALKING_DOWNSTAIRS
0.11336129,0.017742643,-0.10452548,WALKING_DOWNSTAIRS
0.17659603,-0.022868866,-0.1079376,WALKING_DOWNSTAIRS
0.32805345,-0.063723457,-0.14756405,WALKING_DOWNSTAIRS
0.29480972,0.0090315446,-0.069136514,WALKING_DOWNSTAIRS
0.27705363,-0.025718815,-0.23881834,WALKING_DOWNSTAIRS
0.058825669,-0.1086128,-0.076527896,WALKING_UPSTAIRS
0.21824853,-0.033435546,-0.11611135,WALKING_UPSTAIRS
0.32002946,-0.022273059,-0.087360494,WALKING_UPSTAIRS
0.40464083,-0.014041612,-0.051365573,WALKING_UPSTAIRS
0.3259736,-0.011531985,-0.08532991,WALKING_UPSTAIRS
0.17984498,0.00037919422,-0.11352439,WALKING_UPSTAIRS
0.21803742,-0.014925637,-0.091867688,WALKING_UPSTAIRS
0.35930724,-0.037890725,-0.14053428,WALKING_UPSTAIRS
0.35614452,0.0033888051,-0.14063527,WALKING_UPSTAIRS
0.17331223,-0.10352888,-0.24207289,WALKING_UPSTAIRS
0.26248578,-0.029029148,-0.088647354,WALKING_UPSTAIRS
0.2739514,-0.02879277,-0.011273408,WALKING_UPSTAIRS
0.24005401,0.034980469,-0.11303406,WALKING_UPSTAIRS
0.28308509,0.0097610841,-0.12090612,WALKING_UPSTAIRS
0.32332368,-0.053276359,-0.091897239,WALKING_UPSTAIRS
0.30282609,-0.066835794,-0.1736808,WALKING_UPSTAIRS
0.29805475,-0.031431622,-0.15731069,WALKING_UPSTAIRS
0.091124312,-0.11287298,-0.11946275,WALKING_UPSTAIRS
0.12888592,-0.013788855,-0.065909648,WALKING_UPSTAIRS
0.2198336,0.0014093012,-0.0073177408,WALKING_UPSTAIRS
0.36675303,0.00058926763,-0.049062658,WALKING_UPSTAIRS
0.38196763,-0.034866297,-0.10078814,WALKING_UPSTAIRS
0.35345495,0.015948475,-0.052372196,WALKING_UPSTAIRS
0.20922994,0.026107118,-0.091443506,WALKING_UPSTAIRS
0.13669746,-0.055384001,-0.19109061,WALKING_UPSTAIRS
0.27441806,-0.056769823,-0.17635297,WALKING_UPSTAIRS
0.21042944,-0.16110183,-0.068394118,WALKING_UPSTAIRS
0.29407001,-0.075006256,-0.10101207,WALKING_UPSTAIRS
0.24860852,0.0091259761,-0.14779804,WALKING_UPSTAIRS
0.21549677,-0.012975155,-0.086175616,WALKING_UPSTAIRS
0.26812381,-0.088037829,-0.067815298,WALKING_UPSTAIRS
0.35951803,-0.016889816,-0.077857079,WALKING_UPSTAIRS
0.21323468,0.036049984,-0.11035526,WALKING_UPSTAIRS
0.20481442,0.0044999325,-0.15298272,WALKING_UPSTAIRS
0.24075493,-0.015526029,-0.081665303,STANDING
0.28100578,-0.037916442,-0.20617762,STANDING
0.27311074,-0.019947006,-0.09147878,STANDING
0.28179384,-0.014159431,-0.098780316,STANDING
0.27412441,-0.029926296,-0.11795947,STANDING
0.27526771,-0.015050466,-0.11420397,STANDING
0.27619094,-0.015568594,-0.11880774,STANDING
0.27325437,-0.026320608,-0.12949951,STANDING
0.27907242,-0.017639768,-0.10625263,STANDING
0.2826611,-0.011751325,-0.10355633,STANDING
0.27867898,-0.013728366,-0.11144247,STANDING
0.27305103,-0.020057779,-0.10440918,STANDING
0.27745001,-0.015213574,-0.11366499,STANDING
0.28162614,-0.015273006,-0.108266,STANDING
0.36100048,0.041930333,-6.8066622e-05,STANDING
0.28447768,0.0030326103,-0.20852469,STANDING
0.25600381,-0.050236136,-0.098153884,STANDING
0.28009789,-0.018414133,-0.11252228,STANDING
0.30283482,0.021142501,-0.13124183,STANDING
0.28430928,-0.0032622565,-0.11664297,STANDING
0.28326382,-0.012030672,-0.057917237,STANDING
0.286952,-0.011682068,-0.068818839,STANDING
0.27267681,-0.017661164,-0.12805853,STANDING
0.27185147,-0.01783494,-0.12293669,STANDING
0.2754235,-0.021202006,-0.1100767,STANDING
0.2708317,-0.027725151,-0.11220416,STANDING
0.2727471,-0.023042517,-0.12040509,STANDING
0.277341,-0.016725672,-0.12175841,STANDING
0.28706553,-0.0059866427,-0.10852538,STANDING
0.27864378,-0.012788195,-0.1094543,STANDING
0.16430905,0.077554196,-0.052819223,SITTING
0.24429634,-0.055037125,-0.068961997,SITTING
0.27134909,-0.015977023,-0.035051208,SITTING
0.26855745,-0.014486297,-0.0968184,SITTING
0.27698778,-0.018260734,-0.10951976,SITTING
0.27788045,-0.017338655,-0.10617037,SITTING
0.27555343,-0.016676012,-0.10413444,SITTING
0.27464524,-0.015177054,-0.10466006,SITTING
0.27766128,-0.017271065,-0.10722065,SITTING
0.27838495,-0.019059906,-0.11011034,SITTING
0.27618768,-0.017867055,-0.11142905,SITTING
0.27552752,-0.014104146,-0.11142994,SITTING
0.27240728,-0.085983504,-0.21536595,SITTING
0.39317566,-0.081143811,0.060963705,SITTING
0.28980389,-0.067702978,-0.17441414,SITTING
0.26915611,-0.015872993,-0.13505463,SITTING
0.27358776,0.0066082668,-0.13555113,SITTING
0.27889486,-0.0044941887,-0.11133195,SITTING
0.27832059,-0.025827408,-0.094847131,SITTING
0.27882544,-0.014209379,-0.096209069,SITTING
0.27614864,0.0015088688,-0.094874242,SITTING
0.27546483,-0.0076867715,-0.089048689,SITTING
0.27758758,-0.026988376,-0.098281824,SITTING
0.26184609,0.012139631,-0.17727136,SITTING
0.25026411,0.026935894,-0.2433694,SITTING
0.28577601,-0.033157071,-0.089408997,SITTING
0.31860472,-0.035125806,-0.056683941,LAYING
0.27807082,-0.026539151,-0.062495646,LAYING
0.25008823,-0.016151777,-0.095910126,LAYING
0.26573827,-0.021703052,-0.090398382,LAYING
0.26295204,-0.021930064,-0.08713072,LAYING
0.26633272,-0.021374101,-0.0934612,LAYING
0.27416584,-0.018334288,-0.10162287,LAYING
0.27802477,-0.01727334,-0.10561605,LAYING
0.28348739,-0.013316486,-0.12296754,LAYING
0.28766482,-0.011355923,-0.13199496,LAYING
0.274487,-0.015155836,-0.11157786,LAYING
0.26633797,-0.015746865,-0.10898144,LAYING
0.24782504,-0.019898451,-0.096118061,LAYING
0.24147544,-0.025622039,-0.069812387,LAYING
0.27421965,-0.020438819,-0.09303619,LAYING
0.31421469,-0.0097170633,-0.13887653,LAYING
0.29067526,-0.06840145,0.0014106566,LAYING
0.25657896,-0.027865744,-0.044736071,LAYING
0.27507698,-0.027643686,-0.064616825,LAYING
0.2631234,-0.022800213,-0.090274058,LAYING
0.26825472,-0.018749283,-0.098933134,LAYING
0.27527453,-0.0191315,-0.10443454,LAYING
0.2771948,-0.018289354,-0.10691458,LAYING
0.27274802,-0.015981187,-0.10868394,LAYING
0.27531042,-0.018139973,-0.10453454,LAYING
0.27824475,-0.019981604,-0.10085615,LAYING
0.27513809,-0.015470307,-0.11311885,LAYING
0.27365544,-0.015767117,-0.10743581,LAYING
0.2714901,-0.019702445,-0.093862999,LAYING
0.28152916,-0.013984689,-0.11851874,LAYING
0.28170692,-0.014668325,-0.1209007,LAYING
0.27710055,-0.017914596,-0.10617854,LAYING
0.24035356,-0.035939737,-0.14396082,WALKING
0.38523426,0.00042136442,-0.11697045,WALKING
0.31645563,-0.053056489,-0.11772549,WALKING
0.20319549,-0.038446535,-0.13871066,WALKING
0.23717016,0.027868452,-0.14983832,WALKING
0.33268007,0.0052485192,-0.11552427,WALKING
0.36837858,-0.033389737,-0.11176978,WALKING
0.23201142,-0.017807834,-0.092754737,WALKING
0.18181686,-0.026174902,-0.057207626,WALKING
0.26372531,-0.011218524,-0.080054133,WALKING
0.34416053,0.014026806,-0.098313005,WALKING
0.32222132,-0.034243851,-0.1320607,WALKING
0.26773362,-0.039672038,-0.12391689,WALKING
0.25480481,0.0072181978,-0.11755844,WALKING
0.20035178,-0.034791181,-0.18126558,WALKING
0.27826892,0.018375829,-0.10129593,WALKING
0.34005104,-0.025916701,-0.10771677,WALKING
0.32614515,-0.043925372,-0.12927787,WALKING
0.24592767,-0.0079523616,-0.095790632,WALKING
0.23433414,0.0021469248,-0.065573512,WALKING
0.31359331,-0.0045343396,-0.090344735,WALKING
0.35077557,-0.035447483,-0.14039506,WALKING
0.27225339,-0.051844795,-0.13813305,WALKING
0.22209307,-0.0069243673,-0.1083546,WALKING
0.22819872,-0.0087733458,-0.11829796,WALKING
0.26561363,-0.019763709,-0.13399699,WALKING
0.29782733,-0.0038733054,-0.088706907,WALKING
0.33591127,0.0031701294,-0.14806525,WALKING_DOWNSTAIRS
0.2951506,-0.0019481725,-0.16404088,WALKING_DOWNSTAIRS
0.35136911,-0.043342194,-0.18324544,WALKING_DOWNSTAIRS
0.22365083,-0.014994443,-0.20351016,WALKING_DOWNSTAIRS
0.2269563,-0.011145835,-0.085405118,WALKING_DOWNSTAIRS
0.35190941,-0.031399701,-0.071041141,WALKING_DOWNSTAIRS
0.26049931,-0.016522642,-0.10016893,WALKING_DOWNSTAIRS
0.27854618,-0.018912952,-0.038705715,WALKING_DOWNSTAIRS
0.27317626,-0.02538602,-0.12691636,WALKING_DOWNSTAIRS
0.33965369,-0.0011800018,-0.11949014,WALKING_DOWNSTAIRS
0.18861068,-0.029963971,-0.10726699,WALKING_DOWNSTAIRS
0.35668201,-0.0084865836,-0.1344078,WALKING_DOWNSTAIRS
0.37473871,0.0057025172,-0.15411427,WALKING_DOWNSTAIRS
0.30192251,-0.036593718,-0.058174666,WALKING_DOWNSTAIRS
0.2759498,-0.054026822,-0.13384613,WALKING_DOWNSTAIRS
0.13869448,0.0035650465,-0.15191849,WALKING_DOWNSTAIRS
0.34347369,-0.022355798,-0.065401386,WALKING_DOWNSTAIRS
0.424807,-0.029256313,-0.10082195,WALKING_DOWNSTAIRS
0.20078516,-0.034157855,-0.11756235,WALKING_DOWNSTAIRS
0.42756169,-0.04476333,-0.15594,WALKING_DOWNSTAIRS
0.38293696,-0.03714332,-0.18415952,WALKING_DOWNSTAIRS
0.19855719,0.0092565328,-0.067628765,WALKING_DOWNSTAIRS
0.24951885,0.0039261371,-0.13222697,WALKING_DOWNSTAIRS
0.22801284,-0.0042838712,-0.18091127,WALKING_DOWNSTAIRS
0.33410992,-0.0093255827,-0.033509767,WALKING_DOWNSTAIRS
0.27667259,-0.035498731,-0.038827229,WALKING_DOWNSTAIRS
0.12138473,-0.10053922,-0.17815767,WALKING_UPSTAIRS
0.2336308,-0.019329601,-0.094497397,WALKING_UPSTAIRS
0.29920213,0.00088910097,-0.089378321,WALKING_UPSTAIRS
0.32127063,0.011140914,-0.13121135,WALKING_UPSTAIRS
0.22828647,-0.049432753,-0.15446376,WALKING_UPSTAIRS
0.24339753,-0.052324131,-0.094515087,WALKING_UPSTAIRS
0.38982759,0.016545606,-0.06136722,WALKING_UPSTAIRS
0.31137714,-0.025184805,-0.14714418,WALKING_UPSTAIRS
0.28896163,-0.032060168,-0.1872688,WALKING_UPSTAIRS
0.12803974,-0.17149004,-0.20126496,WALKING_UPSTAIRS
0.30984748,-0.076027687,-0.12892162,WALKING_UPSTAIRS
0.39052715,-0.011742366,-0.067125388,WALKING_UPSTAIRS
0.3067724,0.0027934938,-0.12185912,WALKING_UPSTAIRS
0.17543173,-0.055660281,-0.13085221,WALKING_UPSTAIRS
0.21317248,-0.036070128,-0.037668279,WALKING_UPSTAIRS
0.25487923,0.0098186253,-0.11610301,WALKING_UPSTAIRS
0.18985623,-0.010557565,-0.16922033,WALKING_UPSTAIRS
0.22028647,-0.14529952,-0.042427419,WALKING_UPSTAIRS
0.30126226,-0.031648946,-0.08434376,WALKING_UPSTAIRS
0.29812846,-0.021686009,-0.11539107,WALKING_UPSTAIRS
0.29854837,0.006219991,-0.10200848,WALKING_UPSTAIRS
0.25235428,-0.0053129762,-0.11227819,WALKING_UPSTAIRS
0.27764222,-0.043879138,-0.08554055,WALKING_UPSTAIRS
0.29724976,-0.01413362,-0.1331221,WALKING_UPSTAIRS
0.26222974,-0.016215127,-0.13942684,WALKING_UPSTAIRS
0.19695721,0.056389711,0.12161435,STANDING
0.24892254,-0.05081451,-0.040399394,STANDING
0.29745142,-0.053719594,-0.15501218,STANDING
0.31015977,0.018052605,-0.2236719,STANDING
0.30170926,-0.0023877425,-0.14306728,STANDING
0.28416228,-0.046540223,-0.10134398,STANDING
0.28272557,-0.02334463,-0.13606173,STANDING
0.28399551,-0.02101954,-0.12271536,STANDING
0.27880448,-0.017506022,-0.10882544,STANDING
0.27543356,-0.030908181,-0.12072162,STANDING
0.27435965,-0.02244621,-0.11482096,STANDING
0.271998,0.016903657,-0.078855736,STANDING
0.28471301,-0.0073963422,-0.12004112,STANDING
0.27953649,-0.031443794,-0.11189953,STANDING
0.27751085,-0.018852345,-0.100455,STANDING
0.44771752,0.20709635,-0.11742993,STANDING
0.26047972,-0.032310015,-0.066292175,STANDING
0.27695929,-0.0030107488,-0.11633288,STANDING
0.27982846,-0.0055066311,-0.10796935,STANDING
0.2791094,-0.021106346,-0.11382425,STANDING
0.28098394,-0.0082996595,-0.124802,STANDING
0.27802502,-0.017025198,-0.11254668,STANDING
0.27552393,-0.031934758,-0.11197509,STANDING
0.27697908,-0.023169356,-0.11972657,STANDING
0.27988052,-0.02071467,-0.11288727,STANDING
0.27583885,-0.019245117,-0.10385565,STANDING
0.27577535,-0.017373061,-0.1006749,STANDING
0.27900791,-0.020434043,-0.098528945,STANDING
0.12080064,0.14263826,-0.099045917,SITTING
0.25615433,-0.034265946,-0.14602717,SITTING
0.2612768,0.015786385,-0.1414368,SITTING
0.24486664,0.002317532,-0.10838318,SITTING
0.27861767,-0.014431964,-0.11842574,SITTING
0.26804369,-0.014861369,-0.10541412,SITTING
0.27364874,-0.01562259,-0.11175376,SITTING
0.27792867,-0.019371201,-0.096513379,SITTING
0.27786886,-0.017912133,-0.1033975,SITTING
0.29024824,-0.014810354,-0.14075001,SITTING
0.28122698,-0.014494686,-0.13413847,SITTING
0.29496156,0.10088708,-0.076497263,SITTING
0.29758243,-0.023350527,-0.14052549,SITTING
0.29063575,-0.0530333,-0.13718076,SITTING
0.27770711,-0.0065165993,-0.1065482,SITTING
0.27300859,-0.0069017049,-0.097782527,SITTING
0.27407041,0.0019628469,-0.11901616,SITTING
0.28287247,-0.015263164,-0.13345985,SITTING
0.27699958,-0.02525726,-0.10636108,SITTING
0.27264024,-0.016228416,-0.10013735,SITTING
0.28049483,-0.018677425,-0.11243487,SITTING
0.28213962,-0.015997534,-0.12714797,SITTING
0.26791366,-0.018408409,-0.12914511,SITTING
0.22616075,-0.032703273,-0.13220875,LAYING
0.34236147,-0.014674551,-0.12243898,LAYING
0.30918786,-0.015817873,-0.081736704,LAYING
0.32839403,-0.01565107,-0.12709487,LAYING
0.24894849,-0.015019473,-0.13194219,LAYING
0.23587587,-0.017576226,-0.10460291,LAYING
0.28108608,-0.019006838,-0.099214926,LAYING
0.27670047,-0.017401435,-0.10352492,LAYING
0.27475355,-0.016348639,-0.10218199,LAYING
0.27468606,-0.017398259,-0.10459644,LAYING
0.27931286,-0.018870441,-0.10540243,LAYING
0.27969764,-0.018038713,-0.10741997,LAYING
0.28034562,-0.015836214,-0.1074572,LAYING
0.2774361,-0.018239007,-0.10730183,LAYING
0.13125238,-0.021430718,-0.032951663,LAYING
0.36121188,-0.022512242,-0.1108282,LAYING
0.25968094,-0.014541919,-0.10729552,LAYING
0.27615756,-0.017925325,-0.10658656,LAYING
0.28342351,-0.017809186,-0.11561919,LAYING
0.28339096,-0.01740432,-0.10660301,LAYING
0.27768061,-0.017184883,-0.10267015,LAYING
0.27570584,-0.016185794,-0.10978194,LAYING
0.27870455,-0.016360639,-0.11002396,LAYING
0.28298767,-0.017558121,-0.10810414,LAYING
0.28376718,-0.016931096,-0.10908741,LAYING
0.27515858,-0.017210267,-0.11045588,LAYING
0.27617573,-0.015495426,-0.11202446,LAYING
0.29028719,-0.017847182,-0.10882953,LAYING
0.25043299,-0.054901682,-0.045979808,WALKING
0.32786904,-0.0040773374,-0.098404092,WALKING
0.30185875,-0.019949357,-0.11149195,WALKING
0.28446165,-0.029960687,-0.11861079,WALKING
0.28960197,-0.0014044157,-0.10974595,WALKING
0.26192646,-0.008083593,-0.13448012,WALKING
0.22620799,-0.014344769,-0.085257762,WALKING
0.23452938,-0.0087610011,-0.042902113,WALKING
0.23975482,-0.016195432,-0.094639166,WALKING
0.29704619,0.0025992483,-0.10213259,WALKING
0.35051994,-0.00055360044,-0.10455097,WALKING
0.29688239,-0.040237913,-0.11094767,WALKING
0.24206269,-0.047474036,-0.12775566,WALKING
0.23494583,-0.0075978644,-0.14537347,WALKING
0.29398061,0.0091110282,-0.12394531,WALKING
0.30187688,-0.021695557,-0.10180921,WALKING
0.22356805,-0.058518618,-0.069281327,WALKING
0.18082048,-0.0022807914,-0.072973862,WALKING
0.32962567,0.0065155194,-0.07772682,WALKING
0.33606288,-0.01867498,-0.11339317,WALKING
0.22117875,-0.054174753,-0.14190597,WALKING
0.2467954,-0.026464299,-0.13399074,WALKING
0.28482415,0.0064793698,-0.10993019,WALKING
0.31149451,0.0095462177,-0.098184034,WALKING
0.32773782,0.0062108251,-0.12265797,WALKING
0.26303998,-0.025308313,-0.12912904,WALKING
0.19515077,-0.027844824,-0.091366411,WALKING
0.24275744,-0.00075816579,-0.06935426,WALKING
0.35641935,0.0018970401,-0.094958099,WALKING
0.34211244,-0.04419375,-0.10942679,WALKING
0.26375943,0.047499744,-0.043262579,WALKING_DOWNSTAIRS
0.27857697,-0.0020487016,-0.1119891,WALKING_DOWNSTAIRS
0.28524939,-0.027630022,-0.12521798,WALKING_DOWNSTAIRS
